微博id,微博正文,头条文章url,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
IpqbcA5gz,"【""导师崇高师娘优美""作者:灵感来自康德 不懂勿骂】近日，一篇发表于中文核心期刊《冰川冻土》的论文引发热议，作者徐中民在写作生态经济学集成框架的过程中，阐述论证“导师的崇高感和师娘的优美感”。徐中民表示，导师指引登顶泰山后，科研思路发生重大改变，不理解自己研究框架的人不应该谩骂，“科研需要想象的张力”，“科研是孤独漫步者的遐想”。至于“导师的崇高感和师娘的优美感”，灵感来自于康德的《道德感与优美感》，和自创的“四位一体”研究框架理念相对应……http://t.cn/A6v2dZT2 [组图共3张] 原图 ",,"http://ww1.sinaimg.cn/large/75b52ed2ly1gavwm0hy4jj20hs0npmxw.jpg,http://ww3.sinaimg.cn/large/75b52ed2ly1gavwm0oa90j20du086wen.jpg,http://ww3.sinaimg.cn/large/75b52ed2ly1gavwm0tikpj20hs06ojrl.jpg",无,无,2020-01-14 10:56,无,151,29,34
IppVuDrum,【西宁地陷公交坠落 小男孩救人也掉进坑 有10人失联】13日，青海西宁路面出现塌陷，导致一辆载客公交车掉入坑中。经核查，失联人员上升至10人，受伤人员上升至15人，救援、搜寻等工作仍在进行中。监控显示，当时一名少年站出，先把塌陷区附近幼儿放到安全地方，又跑去地陷旁救人，没想到和其他几名救人的市民一同掉进坑中。盼平安！http://t.cn/A6v2OMNU http://t.cn/A6v2MGGa ,,无,无,无,2020-01-14 10:18,无,51,13,23
IppSilbvF,【43斤女大学生离世 生前最后愿望：跟弟弟过个好年】1月13日，噩耗传来，贵州43斤大学生女孩吴花燕去世。她生前表示，2020年春节想添几件家具，和弟弟一起过个好年。据此前报道，吴花燕父母双亡，与弟弟相依为命，她生活上极度节俭，长期吃辣椒拌饭，以致长期营养不良，23岁的她仅1.35米高，体重43斤，且眉毛脱落。2019年10月，吴花燕因心脏瓣膜损伤严重入院，因无钱治疗在网络众筹医疗费。http://t.cn/A6v2CjEl http://t.cn/A6vwLqz0 ,,无,无,无,2020-01-14 10:10,无,468,130,206
IpluhrAfh,#深夜饭馆#【八宝饭】年夜饭上不能少了它，做法简单，一步到位！阿胖面食的微博视频  ,,无,无,无,2020-01-13 23:00,烹饪教程 · 视频社区,79,44,18
Ipli6ckTK,#深夜尬聊# 推荐一部你心目中的“神级电影”~  原图 ,,http://wx1.sinaimg.cn/large/75b52ed2ly1gaurse8bnij20ch0iw75o.jpg,无,无,2020-01-13 22:30,微博 weibo.com,124,15,118
Ipj7aaEDO,#网易数读# 近日，#论文谈导师崇高感和师娘优美感#引发广泛热议。大学学术不端的行为实在太多了，但如此明目张胆在期刊上拍马屁的实在是奇观……国家每年投入了大量的科研经费，发文量全球第一的同时，被期刊撤稿的数量也最多。  [组图共9张] 原图 ,,"http://ww2.sinaimg.cn/large/75b52ed2ly1gav1f1cicej215o2247wh.jpg,http://ww2.sinaimg.cn/large/75b52ed2ly1gav1f1ujq0j215o2241e0.jpg,http://ww4.sinaimg.cn/large/75b52ed2ly1gav1f28ovhj215o2247ra.jpg,http://ww3.sinaimg.cn/large/75b52ed2ly1gav1f2jbqlj215o15uk7x.jpg,http://ww3.sinaimg.cn/large/75b52ed2ly1gav1f4bue4j20m80eq40d.jpg,http://ww1.sinaimg.cn/large/75b52ed2ly1gav1f4niufj20fo08twey.jpg,http://ww3.sinaimg.cn/large/75b52ed2ly1gav1f4zukwj20er0cgwf5.jpg,http://ww1.sinaimg.cn/large/75b52ed2ly1gav1f54i2xj20ew0f8dho.jpg,http://ww3.sinaimg.cn/large/75b52ed2ly1gav1f5abwlj20fr0k9djz.jpg",无,无,2020-01-13 16:57,无,18,9,18
IpiIilqSS,#无聊拯救办# 放假在家的我和我妈，太真实了夕阳红活动中心的微博视频  ,,无,无,无,2020-01-13 15:56,微博 weibo.com,78,20,38
IpiybyYCD,"【男子朋友圈发""奶奶的腿""吐槽交警被拘 警方介入调查】近日有消息称，安徽一男子因违法停车被贴罚单，在朋友圈发文“奶奶的腿”吐槽交警，被警方行政拘留。亳州市公安局通报：已组织督察、法制部门和派驻纪检监察组组成联合调查组，实事求是对该事件展开全面调查。根据调查情况，如发现存在执法不当问题，市公安局将坚持有错必纠、绝不护短的原则，依法依规进行处理。调查情况及时向社会公布。http://t.cn/A6v73eL0 [组图共2张] 原图 ",,"http://ww2.sinaimg.cn/large/75b52ed2ly1gauyxgkp86j20c80lr754.jpg,http://ww3.sinaimg.cn/large/75b52ed2ly1gauyxgqu4aj20fa0mxmxy.jpg",无,无,2020-01-13 15:31,无,447,16,87
Ipij3F3ka,【重庆又一男子跳楼砸中路人 目击者：两人死亡】1月13日，重庆某小区有人跳楼砸中路人，警方确认此事件属实。目击者表示，一名70多岁男性和一名30多岁男性躺在地上，民警拉起警戒线，现场有殡仪馆的车辆，工作人员将两名死者抬上车。据了解，跳楼者是前述老年男性，也是该小区业主。当时，该名30多岁男性在楼下打电话，不幸被砸中死亡。http://t.cn/A6v7lyU1 http://t.cn/A6v7po8W ,,无,无,无,2020-01-13 14:54,微博 weibo.com,116,27,54
IphWg3JoH,【一晚喝掉16万茅台 深圳国企负责人:喝的是快乐的酒】深圳一家国有企业在五星级酒店举办年终述职会，述职会结束后，会场摇身一变成奢华晚宴现场，宴会的菜单包括海参、象拔蚌、洋参石斛炖鲍鱼汤等名贵海鲜，喝的酒则是1.3升大瓶装的茅台酒，一晚喝掉5箱，总价超过16万元。茅台酒的分装，都是在一个隐蔽房间完成，由多名工作人员严格把守。该国企负责人致辞时称：“我们喝的是高兴的酒、快乐的酒”。晚宴结束后，工作人员三三两两前往酒店房间入住。目前，深圳市纪委监委已经介入调查。http://t.cn/A6v7V9H6 [组图共9张] 原图 ,,"http://ww1.sinaimg.cn/large/75b52ed2ly1gauw87dn5qj20u00gwmy3.jpg,http://ww2.sinaimg.cn/large/75b52ed2ly1gauw87j5r4j20u00gw751.jpg,http://ww4.sinaimg.cn/large/75b52ed2ly1gauw88057vg207s04e7wh.gif,http://ww3.sinaimg.cn/large/75b52ed2ly1gauw88bhbvj20u00gwjrq.jpg,http://ww1.sinaimg.cn/large/75b52ed2ly1gauw88hg40j20u00gwaa7.jpg,http://ww4.sinaimg.cn/large/75b52ed2ly1gauw88n9u1j20u00gw3yo.jpg,http://ww4.sinaimg.cn/large/75b52ed2ly1gauw88y62wg207s04e4qp.gif,http://ww2.sinaimg.cn/large/75b52ed2ly1gauw895hsij20u00gw3zd.jpg,http://ww3.sinaimg.cn/large/75b52ed2ly1gauw899cfoj20u00gwq3k.jpg",无,无,2020-01-13 13:57,无,171,33,101
Iphcx68LT,【全国文明村被4大通信公司拉黑 村民担心看不了春晚】近日，三大运营商和铁塔公司发布公告，表示不再对河南安阳的文峰区宝莲寺袁薛村提供手机信号，且不再接受通信投诉。公告中称，该村村委会要求运营商必须线缆入地，并向该村支付租赁费用或一次性购置费约十几万。依据法律规定，无法承担村委会提出的购置费用，且村委会提供的地埋光缆不符合通信条件，无法迁改。公告还透露，该村村委会擅自剪短光缆，导致宽带无法使用，村民无法拨出或接听电话、上网等。村干部确认内容属实，他表示，目前电脑和网络电视都不能用，手机不能上网，“马上就要过春节了，村民们很担心今年看不上春晚了”。http://t.cn/A6vhl7pD [组图共3张] 原图 ,,"http://ww2.sinaimg.cn/large/75b52ed2ly1gausz11rhgj20hs0ny40a.jpg,http://ww1.sinaimg.cn/large/75b52ed2ly1gausz10obfj20iw03ljrc.jpg,http://ww1.sinaimg.cn/large/75b52ed2ly1gausz10tjfj20in05qaa3.jpg",无,无,2020-01-13 12:05,微博 weibo.com,459,31,108
Iph0WqGQ7,【恐怖！钢铁厂液氧泄漏 女工上前拍照被炸身亡】1月7日23时许，攀枝花钛冶炼厂一位女工在夜班巡检时发现氧气液化器泄漏，她想拍照上报检查修理时，却发生爆炸事故。监控视频中，女子拿起手机拍摄的一瞬间，由于手机闪光灯引起爆炸，该职工当场被炸身亡。中青网新闻中心的秒拍视频 恐怖！钢铁厂液氧泄漏 女工上前拍照被炸身亡  ,,无,无,无,2020-01-13 11:36,微博 weibo.com,89,28,53
IpgIb95z0,【男子试驾林肯撞上行道树致1死4伤 死者为驾车客户】1月12日，网友爆料，郑州某林肯4S店试驾过程中发生事故。经初查，王某、陈某、张某远、张某卿准备购车，4人在销售顾问范某的陪同下，由王某驾驶试驾车试驾，车辆突然撞到绿化带内树木。目前，王某经抢救无效死亡，其他4人受伤。事故正在进一步调查处理中。http://t.cn/A6vh2hrO  http://t.cn/AissPvhh ,,无,无,无,2020-01-13 10:50,无,95,7,35
IpghK08tG,"【核心期刊登""赞导师及师娘论文"" 官方:接受主编请辞】近日，核心期刊《冰川冻土》一篇生态经济学论文大谈导师和师娘，引发热议。中国科学院西北生态环境资源研究院发布情况说明，针对该文章等学术性不足的信息，经调查认为该文确实存在与期刊学术定位不符问题，该刊编辑部存在学术把关不严问题。已接受该刊主编请辞申请，暂停该刊专职副主编职务，并着手尽快启动该刊编委会、编辑部整改工作。http://t.cn/A6vPYjp4 http://t.cn/AiskIPjH ",,无,无,无,2020-01-13 09:45,无,45,8,9
Ip77dmHMX,2020台湾大选结果揭晓，新的政治格局是什么样子？让我们用一张图告诉你。  原图 ,,http://wx2.sinaimg.cn/large/75b52ed2ly1gatm7q18trj20kv705qv5.jpg,无,无,2020-01-12 10:24,无,633,108,220
IoYFrl7xG,天籁，天地间最美妙的声音！那些回荡在心中美好的人、事、物......终将汇聚成专属于你的天籁人生。致敬天籁15周年，@东风日产 携手@韩雪 @牛骏峰 @陈瑶Sebrina ，倾情呈现《天籁人生三部曲》，带你去邂逅生命中最美好的亲情、友情和爱情，与你的每一刻，都是人生中的天籁时刻！2020，一起#纵享天籁人生#  http://t.cn/AismkgkN ,,无,无,无,2020-01-11 12:54,微博视频,351,74,216
IoTcNanje,#深夜饭馆#【脆皮鸭】年菜系列之家常做法“脆皮鸭”，不用烤炉只要家里有锅就能制作厨师长农国栋的微博视频  ,,无,无,无,2020-01-10 23:00,烹饪教程 · 视频社区,71,25,18
IoT0BCuIs,#深夜尬聊# 你从几岁开始不再收压岁钱了？  原图 ,,http://wx1.sinaimg.cn/large/75b52ed2ly1gamobac2ezj20go0b4my5.jpg,无,无,2020-01-10 22:30,微博 weibo.com,22,2,33
IoR9kwOnw,"【一群男人开""女德班""3天收1.4万:女人要使劲生孩子】美国某课程声称将举办“世界上最伟大的女性研讨会”，为期3天价格高达1999美元（约人民币1.4万元）。课程把社会问题通通归罪于女人，教导女性“要有女人味”、“胖不是美”，并表示“女人一生就是为了成为好妻子”。导师还说，生孩子是女性必须完成的使命，不仅要生，还要多生。“我们的导师会教你如何跟随自己的内心，在你剩余的时间里想生多少就生多少个孩子，让你毫无压力无需节食地重新拥有健康体魄。”http://t.cn/AisHrCaE [组图共8张] 原图 ",,"http://ww4.sinaimg.cn/large/75b52ed2ly1garlreb3nxj20hs08wt9n.jpg,http://ww2.sinaimg.cn/large/75b52ed2ly1garlreb8v2j20hm0camyz.jpg,http://ww4.sinaimg.cn/large/75b52ed2ly1garlrecnz6j20e20a1aae.jpg,http://ww1.sinaimg.cn/large/75b52ed2ly1garlreb9qrj20hs07bjrt.jpg,http://ww1.sinaimg.cn/large/75b52ed2ly1garlrecipwj20hs09e74v.jpg,http://ww1.sinaimg.cn/large/75b52ed2ly1garlrebc0jj20hs0a174y.jpg,http://ww3.sinaimg.cn/large/75b52ed2ly1garlrecwl4j20hs0b4gma.jpg,http://ww1.sinaimg.cn/large/75b52ed2ly1garlref2efj20fc0f70te.jpg",无,无,2020-01-10 17:46,微博 weibo.com,171,33,50
IoR50dIHZ,【装修工被欠薪闯入婚房打砸 房主: 钱早付过了！】伍女士最近在装修婚房，眼看着基本完工，家里却闯入几名装修工人，对着刚装修好的墙壁一顿打砸，卫生间、客厅、厨房、阳台的多处瓷砖都被破坏，损失数万元。而工人上门搞破坏，理由是没有从装修公司拿到工钱。伍女士却表示，先后几次向装修公司共支付了11万多的装修款，至于工人说没有收到工钱，她也不清楚。记者多次拨打装修公司和工人的电话，一直无法联系上对方。伍女士说，将通过法律途径维护自身权益。http://t.cn/AisHepYa [组图共4张] 原图 ,,"http://ww3.sinaimg.cn/large/75b52ed2ly1garlnib7drj20hs0a1tcw.jpg,http://ww4.sinaimg.cn/large/75b52ed2ly1garlnicsqtj20hs0a779x.jpg,http://ww3.sinaimg.cn/large/75b52ed2ly1garlnidb5lj20hs0a6dlm.jpg,http://ww2.sinaimg.cn/large/75b52ed2ly1garlnif3iuj20hs09lgua.jpg",无,无,2020-01-10 17:35,微博 weibo.com,207,7,60
IoQ3XrCsj,#该不该给自己立人设#没有歌手，哪有歌曲；做不出歌曲，哪算歌手——你同意哪种观点？加入网易新闻《态师开杠》，与盘尼西林小乐@风之子90s 和@Mike隋 一起抬杠，杠出你的音乐态度。来态师开杠，聊音乐真相！在网络神曲当道的年代，你是痴迷那些歌曲？还是嗤之以鼻？来态师开杠，聊音乐真相#  原图 ,,http://wx4.sinaimg.cn/large/75b52ed2ly1gampsx3ocjj20ku0xik4q.jpg,无,无,2020-01-10 15:00,微博 weibo.com,1,0,0
IoPFBdiTe,#该不该给自己立人设#人设当道的年代，真正被人记住的歌曲还是歌手？盘尼西林小乐@风之子90s 和@Mike隋 正在网易新闻《态师开杠》激烈讨论，等你来加入，一同聊聊音乐的态度与真相。来态师开杠，聊音乐真相！在网络神曲当道的年代，你是痴迷那些歌曲？还是嗤之以鼻？来态师开杠，聊音乐真相  原图 ,,http://wx2.sinaimg.cn/large/75b52ed2ly1gamptt1ezpj20ku0xik7o.jpg,无,无,2020-01-10 14:00,微博 weibo.com,5,3,4
IoOSTy6rC,#该不该给自己立人设#音乐圈存在两种奇特现象：有些歌曲红遍大街小巷，歌手本人却不温不火；有些歌手人气爆崩，ta的作品却鲜为人知。你如何看待作者和作品的关系？真正被人记住的是歌曲还是歌手？ 网易新闻《态师开杠》携手盘尼西林小乐@风之子90s 和@Mike隋 ，等你来杠！来态师开杠，聊音乐真相！http://t.cn/Aisw403H http://t.cn/AisZ23xE ,,无,无,无,2020-01-10 12:00,微博 weibo.com,5,1,1
IoOroyQqg,#该不该给自己立人设#“人设”在生活中无处不在，音乐界也不例外。有人因为歌曲而关注歌手，也有人因为歌手的“人设”而对ta的作品逐一买单。多年以后，真正让人记住的，究竟是歌曲还是歌手？快来网易新闻《态师开杠》，与盘尼西林小乐@风之子90s 和@Mike隋 一起，围绕音乐与“人设”尽情开杠~ 来态师开杠，聊音乐真相！http://t.cn/Aisw403H http://t.cn/AisWiLAc ,,无,无,无,2020-01-10 10:52,无,8,132,5
IoOp3u3Fz,【单亲妈妈将自闭症儿子遗弃火车站 检方决定不起诉】单亲妈妈小月带着仅4岁的儿子阳阳来到杭州，将他遗弃在火车站。阳阳患有自闭症，生活不能自理，小月无法正常上班，治疗又欠下许多债务，走投无路的她做出这一选择。案发后，检方首先发放司法救助金5000元，法院加大对阳阳父亲支付抚养费的强制执行力度。基于儿童利益最大化的考虑，且小月认罪悔罪态度良好，1月9日，检方对小月作出不起诉决定。http://t.cn/AisYYfwR [组图共2张] 原图 ,,"http://ww4.sinaimg.cn/large/75b52ed2ly1gar9u4c5acj20k00f0mxo.jpg,http://ww3.sinaimg.cn/large/75b52ed2ly1gar9u4iwdgj20k00zkaax.jpg",无,无,2020-01-10 10:46,无,340,20,54
IoOdvv32y,【赔偿3.2亿元！宜家问题抽屉柜压死美男童事件和解】日前，宜家已就问题抽屉柜压死一名美国男童之事与男童父母达成和解，宜家向男童父母赔偿4600万美元（约合3.2亿元人民币）。对此，宜家没有否认该赔偿金额，并表示与该美国家庭的诉讼达成了和解。2017年，2岁男童因宜家三屉柜倾倒丧命，男童父母指控宜家明知抽屉柜和衣柜存在倾倒风险，且先前导致多名儿童受伤甚至死亡，但是没有提醒消费者这些家具必须用零件固定在墙上才能使用。http://t.cn/AisYoag3 [组图共2张] 原图 ,,"http://ww3.sinaimg.cn/large/75b52ed2ly1gar90inxcwj20900623yg.jpg,http://ww3.sinaimg.cn/large/75b52ed2ly1gar90ixxvcj20hs0gdjrv.jpg",无,无,2020-01-10 10:18,无,210,13,54
IoOaHtKMS,【疑似击落乌客机视频曝光 外媒:画面与客机信息匹配】当地时间1月9日，美国多家媒体放出伊朗导弹疑似击落乌克兰客机现场视频，纽约时报认为根据视频声音和图像信息与失事乌克兰客机附近区域的飞行路径信息和卫星图像相匹。此前，伊朗曾就指控回应称其为不合逻辑的谣言。 http://t.cn/AisjrEuV http://t.cn/AisYXB3h ,,无,无,无,2020-01-10 10:11,无,85,10,23
IoJMij5QU,"#开饭啦#【蒜爆鲈鱼】快过年啦，俗话说年年有“鱼”、“无鱼不成席”。鱼，不仅是美食，还寓意着吉祥、富贵和对未来的美好祝愿。今天来条红火的""蒜爆鱼""，辣油一泼好运来！迷迭香美食的微博视频  ",,无,无,无,2020-01-09 23:00,烹饪教程 · 视频社区,19,25,3
IoJA72Tpu,#深夜尬聊# 你最常点的外卖是什么？  原图 ,,http://wx1.sinaimg.cn/large/75b52ed2ly1gamp67dwk4j20j60at75a.jpg,无,无,2020-01-09 22:30,微博 weibo.com,27,4,40
IoElcacl6,【实施新制裁！特朗普:伊朗作出改变前 制裁将一直在】北京时间9日凌晨，在伊朗袭击伊拉克两个驻扎美军的军事基地之后，美国总统特朗普宣布，美国政府将对伊朗实施新的制裁。特朗普说：“美国将立即对伊朗政权实施额外的惩罚性经济制裁。在伊朗作出改变之前，这些强有力的制裁将一直存在。仅在最近几个月，伊朗就在国际水域扣押船只，无端对沙特发动袭击，还击落两架美国无人机。”http://t.cn/AisCcYkk 原图 ,,http://wx4.sinaimg.cn/large/75b52ed2ly1gaq1ew4xosj20j60csdg6.jpg,无,无,2020-01-09 09:09,无,30,6,9
IoAlNu2MS,#深夜饭馆#【德国大猪肘】今天来道硬菜！烤到表皮起泡酥酥脆脆的德国大猪肘，吃起来真过瘾！ 加油小军哥的微博视频  ,,无,无,无,2020-01-08 23:00,真香吃播 · 视频社区,46,26,14
IoA9CdTdg,#深夜尬聊# 推荐一首你曾单曲循环的歌  原图 ,,http://wx2.sinaimg.cn/large/75b52ed2ly1gamp464v1yj20h20h30t1.jpg,无,无,2020-01-08 22:30,微博 weibo.com,1145,16,210
Ioy3Vyzmi,【特朗普开口了：苏莱曼尼是怪物，死有余辜】当地时间1月7日，美国总统特朗普称伊朗高级将领苏莱曼尼死有余辜，他形容对方是怪物，并声称许多国家乐意见证其死亡，特朗普还表示很多伊朗领导人也不喜欢苏莱曼尼。澎湃新闻的微博视频  ,,无,无,无,2020-01-08 17:10,微博 weibo.com,322,26,92
Ioy2S0aST,【百世快递暴力分拣如扔手雷 客服：这是加盟点】1月7日，山东无棣县，一市民称自己在寄快递时，发现一快递公司站点的工作人员暴力分拣，“跟扔手雷似的，不敢寄了”。百世快递客服称，这些快递站点是加盟的，会反映该现象并改善，如果告知后没有作用会处罚。一手video的秒拍视频  ,,无,无,无,2020-01-08 17:07,微博 weibo.com,38,12,40
IoxXlcKCu,【成都体院一教师胁迫女生发生关系 被取消教师资格】女生小文发布举报信称，成都体育学院教师邓某隐瞒婚姻状况与其发生不正当关系，骗取不雅照片，并以此胁迫自己继续保持不正当关系，“变成了众多情人中的一个”。1月7日，学校表示已经初步完成调查，已对涉事教师邓某做出开除党籍、取消教师资格等处罚。对于校方的处理结果，小文并不满意，“不管他的行为多恶劣都还有工作，我还能说什么呢”。http://t.cn/AisKJK12 [组图共2张] 原图 ,,"http://ww3.sinaimg.cn/large/75b52ed2ly1gap985lebvj20ku09cjrw.jpg,http://ww2.sinaimg.cn/large/75b52ed2ly1gap985p4s0j20ku08lgm2.jpg",无,无,2020-01-08 16:54,无,318,31,90
IoxGEDOcT,【乌克兰大使馆:坠机系机械故障所致 与恐怖主义无关】一架乌克兰波音737起飞不久后在伊朗坠毁，180人全部遇难，初步报告称由于技术问题导致坠机。有消息称，乌克兰客机坠毁原因是被导弹击中。乌克兰驻伊朗大使馆称，乌克兰坠机系机械故障所致，与恐怖主义无关。乌克兰大使馆:坠机系机械故障所致 与恐怖主义无关  原图 ,,http://wx2.sinaimg.cn/large/75b52ed2ly1gap81dmiauj20ih0aejs8.jpg,无,无,2020-01-08 16:13,无,28,9,18
IoxcXsOCo,#爱好被鄙视是什么感受#当今的华语乐坛，是在“开倒车”吗？音乐无高低贵贱，只要令人享受与释放就是好音乐，你同意这种观点吗？关注网易新闻《态师开杠》，与盘尼西林小乐@风之子90s 、@Mike隋 一起围绕音乐开杠！来态师开杠，聊音乐真相！在网络神曲当道的年代，你是痴迷那些歌曲？还是嗤之以鼻？来态师开杠，聊音乐真相  原图 ,,http://wx1.sinaimg.cn/large/75b52ed2ly1gampshqxgoj20ku0xigz8.jpg,无,无,2020-01-08 15:00,微博 weibo.com,7,0,2
IowOBv0lQ,#爱好被鄙视是什么感受#音乐有没有好坏之分？音乐界的鄙视链该不该存在？盘尼西林小乐@风之子90s 和@Mike隋 有话要说！网易新闻《态师开杠》邀请你加入讨论，分享你的观点与态度。来态师开杠，聊音乐真相！在网络神曲当道的年代，你是痴迷那些歌曲？还是嗤之以鼻？来态师开杠，聊音乐真相  原图 ,,http://wx2.sinaimg.cn/large/75b52ed2ly1gampu9ovfvj20ku0xiap9.jpg,无,无,2020-01-08 14:00,微博 weibo.com,5,0,0
IowbTvrz5,【董事长回应一天出100张设计图：这很正常，去与留取决于员工】飞越旅行创始人王小琴要求员工一天出100张设计图，引起热议。另一创始人贾飞称“这很正常”，出品必须拿得出手，三张五张做不出效果，就做上100张试试。他表示去与留取决于员工，想留就把工作做好，不想留也不勉强。飞越旅行运营主体为深圳市君邦天下文化传媒公司，法定代表人为贾飞，与王小琴在商业上密切关联。http://t.cn/Ais6WEph ,,无,无,无,2020-01-08 12:24,微博 weibo.com,296,18,63
Iow9y8k86,【美空军一架飞机在伊拉克空军基地被伊朗导弹摧毁】俄罗斯卫星网8日援引黎巴嫩“广场”电视台（Al Mayadeen）报道称，美国空军一架飞机在伊拉克阿萨德空军基地跑道上被伊朗导弹摧毁。据报道：“经确认，一架飞机在美国一侧飞机跑道上被摧毁。”美空军一架飞机在伊拉克空军基地被伊朗导弹摧毁  原图 ,,http://wx4.sinaimg.cn/large/75b52ed2ly1gap19l86pcj20rq0fc0ti.jpg,无,无,2020-01-08 12:18,无,33,14,22
Iow1Uc7au,#爱好被鄙视是什么感受#在音乐圈，存在一条“古典-爵士-摇滚-民谣-流行-网络音乐”的鄙视链，无形中把音乐分为了三六九等。音乐究竟存在高低贵贱之分吗？盘尼西林小乐@风之子90s 、@Mike隋 亮相网易新闻《态师开杠》，等你一起“杠”音乐的态度。来态师开杠，聊音乐真相！http://t.cn/Aisw403H http://t.cn/AisZ2NGA ,,无,无,无,2020-01-08 12:00,微博 weibo.com,6,0,7
IovVv1f9z,【认可吗？杨超越被评为2019年度女歌手 击败邓紫棋】明星网络影响力指数排行榜2019年年度华语女歌手榜单出炉，杨超越登顶，邓紫棋和孟美岐分列第二和第三，天后蔡依林排第六，孙燕姿和张靓颖排最末。2019年共有23期榜单，共有20位女歌手上榜。翻开榜单下面的评论，几乎都是在安利杨超越的影视作品和代言，看来粉丝人气很高。http://t.cn/AisoMvcr 原图 ,,http://wx3.sinaimg.cn/large/75b52ed2ly1gap09kd0uyj20fa0tfgns.jpg,无,无,2020-01-08 11:44,微博 weibo.com,392,15,161
IovRVpT2w,"【男童高烧20天不退花5万治疗 竟是医院温度计""搞鬼""】江先生把3岁的儿子送进浙江明州康复医院做康复治疗，不料刚住院孩子就发高烧，高烧20天不退，花了5万多块钱也治不好。最后却意外发现，儿子的身体压根没问题，有问题的是医院的体温计，“用别的温度计压根不发烧”。医院表示，这批温度计没有问题，测试结果有误差也很正常。护士长还提出新观点：孩子发烧并非体温计的刻度高，实际就是体温高，用其他的体温计测，比如测肛温，孩子也是发烧的……http://t.cn/AisSNevu http://t.cn/AisS1vLi ",,无,无,无,2020-01-08 11:35,微博 weibo.com,363,38,151
IovAkqsSn,#爱好被鄙视是什么感受#人各有好，却总逃不开评判和鄙视链的枷锁。音乐圈尤其明显，存在“古典-爵士-摇滚-民谣-流行-网络音乐”的鄙视链。音乐到底有没有高低贵贱之分？快来网易新闻《态师开杠》和盘尼西林小乐@风之子90s 、@Mike隋 一起，聊聊你的态度吧~ 来态师开杠，聊音乐真相！http://t.cn/Aisw403H http://t.cn/Aiso7XS7 ,,无,无,无,2020-01-08 10:52,无,53,659,25
IoqVik8S7,#深夜饭馆#【包馄饨】教你五种包馄饨的方法，你学会了吗~ 天天美食推荐的微博视频  ,,无,无,无,2020-01-07 23:00,微博 weibo.com,86,64,14
IooYiDEZf,【苏莱曼尼送葬队伍发生踩踏意外 已致35死48伤】1月6日，遭美军空袭“斩首”的苏莱马尼送别仪式在德黑兰举行。据伊朗国家电视台报道，送葬队伍发生踩踏意外，造成35人死亡，48人受伤。据悉，有超过百万民众参加了苏来曼尼的送别仪式，送葬队伍高喊“美国去死”的口号。苏莱曼尼送葬队伍发生踩踏意外 已致35死48伤  [组图共2张] 原图 ,,"http://ww3.sinaimg.cn/large/75b52ed2ly1gao5k8fx6dj20j60awwfj.jpg,http://ww4.sinaimg.cn/large/75b52ed2ly1gao5k8jeglj20j60anaas.jpg",无,无,2020-01-07 18:01,无,231,21,63
IoowUaEFC,"【亚洲男子在英国""捡尸""年轻男子 性侵超过190人】1月6日，英国的印尼籍男子雷纳德·辛纳加因犯下159起性侵犯案件，被法院判处至少30年监禁。警方表示，12年间辛纳加对街边醉酒年轻男子下药，拖到公寓实施性侵并录下过程，受害者累计超过190多人，众多受害者甚至并不知道发生过性侵。http://t.cn/Ais6pAha http://t.cn/AisXBk0s ",,无,无,无,2020-01-07 16:54,微博 weibo.com,105,18,53
IoofjvOTP,#会花钱和会省钱哪个更厉害# 花钱过猛后的样子，大概就是这样了#无聊拯救办#明日便当呀的微博视频  ,,无,无,无,2020-01-07 16:11,微博 weibo.com,102,39,24
Ioo7nfo11,【马云回应裁员传言：阿里员工熬3年很难 熬10年是宝贝】1月7日，马云回应网上传言“每年向社会输送1000人是阿里裁员”。他表示，员工能在阿里熬到3年非常难，熬到10年都是宝贝。往社会送出去是因为经过阿里严格训练后，他们对数字经济、执行力等超越了很多其他公司，就应该去政府部门、大学等其他地方。http://t.cn/AisXH9WQ http://t.cn/AisXh1tA ,,无,无,无,2020-01-07 15:51,财经 · 视频社区,111,8,31
IonTSFbm5,【女司机连撞违停捷豹11下开路：或将面临刑事责任】一辆捷豹横停在停车位前的通道上，堵住一辆丰田无法驶出，丰田女车主先后11次撞击捷豹，直到将其撞开后驶离现场。捷豹车主发现后报警。第二天，女车主自首，称自己打114对方迟迟不来挪车。民警表示，事发地是通道，不允许停车，但女车主的行为属于故意损毁他人财物，目前正在委托进行车损鉴定，如果车损达5000元以上，杨女士可能因故意损毁他人财物罪被刑事拘留。据悉，捷豹定损维修费用约在4万元左右。http://t.cn/AisXJIsl ,,无,无,无,2020-01-07 15:18,微博 weibo.com,304,17,97
IonSfkOTu,【女子醉驾宝马被查大哭:我在国企上班 会永远被开除】1月6日，云南昆明，一名宝马车被交警拦下，司机王某经吹气检测涉嫌醉驾。王某现场后悔大哭：“我在国企，会永远被开除的。”原来，王某和闺蜜喝酒，觉得自己喝得少，代开闺蜜的车。目前宝马车被暂扣，王某将被警方进一步处理。http://t.cn/AisXOoPT http://t.cn/AisJQgCO ,,无,无,无,2020-01-07 15:14,微博 weibo.com,191,16,51
