微博id,微博正文,头条文章url,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
J7jeTggsb,【约翰斯·霍普金斯大学：#全球新冠死亡病例超过45万#】美国约翰斯·霍普金斯大学18日发布的新冠疫情最新统计数据显示，全球累计死亡病例超过45万例。根据该校的疫情数据统计系统，截至美国东部时间18日13时33分，全球累计死亡病例450435例，#全球新冠确诊超840万例#。（新华社）  原图 ,,http://wx3.sinaimg.cn/large/a716fd45ly1gfx7xb4x5bj20ob0obk0y.jpg,无,无,2020-06-19 06:55,微博 weibo.com,5124,344,429
J7j8IDbMe,【#美国新冠肺炎超218万例#】据美国约翰斯·霍普金斯大学疫情实时监测系统显示，截至美东时间6月18日下午5时33分，美国已有新冠病毒感染病例2182285例，其中包括死亡病例118296例。与该系统约24小时前的数据相比，美国新增感染病例24517例，新增死亡病例674例。（郑琪）  原图 ,,http://wx1.sinaimg.cn/large/a716fd45ly1gfx7hgejtbj20ob0obk0y.jpg,无,无,2020-06-19 06:40,微博 weibo.com,66714,899,2959
J7gmhoUlI,【#你好，明天#】“北京疫情已经控制住了”，有关专家在新闻发布会上的这一表述，鼓舞人心。该判断应是基于专业分析，有其依据。但是，更应清晰而清醒地看到，当前疫情形势严峻复杂，防控处于紧要关头。一篙松劲退千寻，不能麻痹大意。拉响警报、主动出击，全力以赴、分秒必争，防控仍需加把劲！  [组图共9张] 原图 ,,"http://ww3.sinaimg.cn/large/a716fd45ly1gfwv7769frj20j60y3h5r.jpg,http://ww1.sinaimg.cn/large/a716fd45ly1gfwv77hku3j20j60y3ngq.jpg,http://ww2.sinaimg.cn/large/a716fd45ly1gfwv77a28kj20j60y34ff.jpg,http://ww3.sinaimg.cn/large/a716fd45ly1gfwv779trsj20j60y3gx4.jpg,http://ww1.sinaimg.cn/large/a716fd45ly1gfwv77iaooj20j60y3k9d.jpg,http://ww1.sinaimg.cn/large/a716fd45ly1gfwv77i9iyj20j60y3dxc.jpg,http://ww4.sinaimg.cn/large/a716fd45ly1gfwv77m77gj20j60y3gzj.jpg,http://ww3.sinaimg.cn/large/a716fd45ly1gfwv77pwm5j20j60y319d.jpg,http://ww1.sinaimg.cn/large/a716fd45ly1gfwv77q26gj20j60y3k7q.jpg",无,无,2020-06-18 23:35,微博 weibo.com,9642,1885,1775
J7gj5b2iG,【人民锐评：面对大是大非，香港公务员态度不容含糊】日前，一个叫“新公务员工会”的组织号召香港公务员参与所谓“罢工公投”，反对国安立法。特区政府对此强烈谴责，予以严厉警告，明确“绝不会坐视不理”。对特区政府的态度，我们表示坚决支持。应该明确，香港公务员作为特区政府的骨干，拥护“一国两制”、维护国家安全是天经地义的，在国家安全这样大是大非问题上丝毫不能动摇。在这个问题上，没有“弹性空间”可钻，我们不会接受也不会允许心怀异志者浑水摸鱼。 http://t.cn/A6LJXkwj ,,无,无,无,2020-06-18 23:27,微博 weibo.com,5034,919,744
J7g4wFA9C,【转发传递！#同心战疫加油北京#】北京防疫再入战时状态，许多平凡的人们在各个岗位上不辞劳苦，默默奉献。他们中有无惧风险的医护人员、有日夜守望的社区工作者、还有积极配合防疫更带来无数感动的普通人…这是同心战疫的北京↓↓转发，谢谢每个你的努力，一起为#北京抗疫#加油！  [组图共9张] 原图 ,,"http://ww3.sinaimg.cn/large/a716fd45ly1gfwtx2mhjbj20j60y3h5r.jpg,http://ww1.sinaimg.cn/large/a716fd45ly1gfwtx2m7qzj20j60y3ngq.jpg,http://ww1.sinaimg.cn/large/a716fd45ly1gfwtx2k89gj20j60y34ff.jpg,http://ww1.sinaimg.cn/large/a716fd45ly1gfwtx2eq60j20j60y3gx4.jpg,http://ww3.sinaimg.cn/large/a716fd45ly1gfwtx2jli0j20j60y3k9d.jpg,http://ww1.sinaimg.cn/large/a716fd45ly1gfwtx2m0u2j20j60y3dxc.jpg,http://ww4.sinaimg.cn/large/a716fd45ly1gfwtx2qnssj20j60y3gzj.jpg,http://ww3.sinaimg.cn/large/a716fd45ly1gfwtx2w4f1j20j60y319d.jpg,http://ww3.sinaimg.cn/large/a716fd45ly1gfwtx2xuvcj20j60y3k7q.jpg",无,无,2020-06-18 22:51,微博 weibo.com,11187,4503,1592
J7g0PEIge,【#延安对仝卓虚假转学调查的通报#：延安市档案馆馆长李庆锋等6人被处理】仝卓自曝以伪造应届生身份参加高考等问题后，延安市纪委监委对延安市档案馆馆长李庆锋等6人立案审查并处理。  原图 ,,http://wx2.sinaimg.cn/large/a716fd45ly1gfwtod5d07j20u0103dy7.jpg,无,无,2020-06-18 22:42,微博 weibo.com,9676,1598,943
J7fV99dNA,【这场演练够硬核！#西藏军区多兵种实弹演练#[加油]】在海拔4700多米的某训练场，多款新型装备列阵；坦克车组迅速前出，对数公里外目标实施火力打击；8秒内完成弹药装填、目标搜索、测距击发，精准命中；还有修理分队、工程分队…多兵种联合出击，西藏军区某合成旅这场演练，够硬核↓↓http://t.cn/A6LMwD4l ,,无,无,无,2020-06-18 22:28,军事 · 视频社区,6718,914,825
J7fKcFay8,【夜读：出言有尺，嬉闹有度，做事有余，说话有德】说话有分寸是一个人成熟的表现，体现做人的尺度。真正的幽默，不是乱开玩笑的哗众取宠，而是在合适的时间地点，用恰当的话语来愉悦气氛。给别人留有余地，亦是给自己留下退路。嘴下留德，掌握分寸，才能彰显智慧、展现人品，也才能成就未来。 http://t.cn/A6LJABHD ,,无,无,无,2020-06-18 22:01,微博 weibo.com,7003,3362,920
J7fvyqkCQ,【#世卫组织称新冠疫苗可能于年底前研发成功#】当地时间6月18日，世卫组织首席科学家苏米娅·斯瓦米纳坦表示，至少有200个新冠疫苗正在研发，约10个疫苗已进入人体试验阶段，其中的三个很快将进入三期临床试验，包括来自中国的疫苗。中国有几个候选疫苗，临床一期和二期试验结果显示出希望。今年年底前，可能会出现一到两个成功的候选疫苗。希望到2021年，可以生产出20亿剂疫苗。幸运的是，新冠病毒的变异似乎比流感病毒要少得多，而且导致疾病严重性和免疫反应等关键部分，尚未显示出变异。http://t.cn/A6Lxsp6N 原图 ,,http://wx1.sinaimg.cn/large/a716fd45ly1gfwrg4tmvgj20ak0f2ket.jpg,无,无,2020-06-18 21:25,微博 weibo.com,2848,482,454
J7frNxSRN,【愿平安！#广西洪涝武警官兵火速救援#】近日，广西防城港市发生洪涝，近百名群众被困。武警官兵火速展开救援，挨家挨户覆盖式搜索，绝不落下一人。愿平安！  人民日报的微博视频  ,,无,无,无,2020-06-18 21:16,微博视频,5947,615,745
J7fhdydTZ,【高手在民间！司机侧方#停车怎么都进不去求助保洁阿姨#，后续亮了】近日，浙江一名司机侧方位停车，怎么也停进不去，便叫来路过的保洁阿姨帮忙指挥，结果还是没成功，着急的保洁阿姨实在看不下去，随后一番操作亮了。小时视频的微博视频  ,,无,无,无,2020-06-18 20:50,微博 weibo.com,17809,1384,1438
J7fap1WWv,【#外交部回应G7涉港联合声明#：中国推进涉港国安立法的决心坚定不移】七国集团17日发表联合声明，声称对中国涉港国家安全立法表示严重关切，并强烈敦促中国政府重新考虑这一决定。对此，中国外交部发言人赵立坚回应：中方推进涉港国安立法的决心坚定不移，并奉劝有关方面好好学一学中华人民共和国宪法和香港基本法，客观、公正看待涉港国安立法，遵守国际法和国际关系基本准则，停止插手香港事务，干涉中国内政。http://t.cn/A6LxamSa ,,无,无,无,2020-06-18 20:33,微博 weibo.com,10874,814,1271
J7eSHeGYd,【#毕业季上百毕业生雨中合唱# 网友：太好哭了】17日，江苏海洋大学上百名毕业生撑伞雨中唱歌，有人用手机当荧光棒挥舞，场面动人。校方称，毕业歌会本是提前组织的活动，没想到现场下雨，同学们雨中继续高歌。参与的同学回忆，雨中边唱边哭，很美好很伤感。愿前程似锦#未来你好毕业演唱会#http://t.cn/A6Lx0fmk ,,无,无,无,2020-06-18 19:49,微博 weibo.com,8602,1498,989
J7eOFvB6t,【#未来你好# 为梦前行】今年毕业季，总有一些来不及说出口的话，对母校的感谢、对自己的总结、对同学的寄语……说出你的#未来你好毕业宣言#，为自己的毕业季画一个完美的句号吧。毕业快乐，愿你们都能成为自己想成为的人～  [组图共9张] 原图 ,,"http://ww3.sinaimg.cn/large/a716fd45ly1gfwn72pdetj20u00u0k91.jpg,http://ww2.sinaimg.cn/large/a716fd45ly1gfwn72klyij20u00u0h5i.jpg,http://ww3.sinaimg.cn/large/a716fd45ly1gfwn72ivh2j20u00u0k7n.jpg,http://ww3.sinaimg.cn/large/a716fd45ly1gfwn72jvlsj20u00u0qj9.jpg,http://ww2.sinaimg.cn/large/a716fd45ly1gfwn72prp3j20u00u0ar4.jpg,http://ww1.sinaimg.cn/large/a716fd45ly1gfwn72ybmyj20u00u0wx8.jpg,http://ww4.sinaimg.cn/large/a716fd45ly1gfwn731ux2j20u00u0as9.jpg,http://ww1.sinaimg.cn/large/a716fd45ly1gfwn7357spj20u00u04h6.jpg,http://ww4.sinaimg.cn/large/a716fd45ly1gfwn735fbyj20u00u0wxw.jpg",无,无,2020-06-18 19:39,微博 weibo.com,9770,3943,1440
J7eH40rVg,【大自然的调色盘！#航拍山东荣成多彩盐田#】6月17日，山东威海荣成，盐田中的水在高温下不断蒸发，呈现出色彩斑斓、绚丽多彩的独特风景。据悉这里是一片平坦空旷的海滩，潮汐落差较大，形成了一块像调色盘的景观。#山东荣成多彩盐田如调色盘#沸点天际线的秒拍视频  ,,无,无,无,2020-06-18 19:21,微博 weibo.com,20153,2876,1975
J7eCMzo2e,#上海警方通报持刀行凶事件#【#上海持刀行凶男子将鉴定精神状况#】据@警民直通车-徐汇站 ，17日晚建国西路近太原路附近发生交通事故，现场有人持刀伤人。民警迅速到场抓获肇事男子，并将伤者送医救治。目前伤者均无生命危险。经调查，事发时，犯罪嫌疑人沈某（男，39岁）驾车载其母亲和女友途经上址，与一辆非机动车和两辆机动车先后发生碰撞事故，致3人受伤。沈某下车后即持刀将其女友及5名路人划伤，另有1人被其打伤。据沈某家属反映，沈某无精神病史，但其近几日精神恍惚，行为异常，有幻听幻想症状。目前，警方已将沈某控制，排除其酒驾、毒驾嫌疑，并将对其精神状况做鉴定，案件正在进一步调查中。 原图 ,,http://wx1.sinaimg.cn/large/a716fd45ly1gfwnjr9e9lj20j60h4znr.jpg,无,无,2020-06-18 19:10,微博 weibo.com,8127,690,752
J7eypndCo,【#美国涉疆法案就是废纸一张#】针对美方将所谓“2020年维吾尔人权政策法案”签署成法，中国多方发声指出，这一所谓法案粗暴干涉中国内政，对此表示强烈愤慨和坚决反对。铁的事实将继续证明，美国对新疆的人权状况和中国治疆政策进行歪曲抹黑和无端指责是不得人心的，也是注定成空的，美国涉疆法案就是废纸一张！http://t.cn/A6Lx0XFR 原图 ,,http://wx3.sinaimg.cn/large/a716fd45ly1gfwn8hz2s4j20k00zkgp8.jpg,无,无,2020-06-18 18:59,微博 weibo.com,5703,705,986
J7epji09j,【帅！#中国军人红场彩排唱喀秋莎#】莫斯科时间6月17日晚，中国人民解放军三军仪仗队在红场彩排时，再一次唱起了《喀秋莎》。（视频来源：@Tanue1996 ）Tanue1996的微博视频  ,,无,无,无,2020-06-18 18:37,微博 weibo.com,77905,13761,4510
J7e619bCw,【#香港立法会通过终审法院首席法官任命#】香港立法会今天（18日）下午通过任命张举能为终审法院首席法官的决议案，任命将于明年1月11日起生效。香港立法会通过任命张举能为终审法院首席法官的决议案  原图 ,,http://wx4.sinaimg.cn/large/a716fd45ly1gfwl7w0x0lj20xk0my4qr.jpg,无,无,2020-06-18 17:49,微博 weibo.com,16960,802,1168
J7dZCz61s,【#外交部回应美方涉疆法案#：立即纠正错误】6月18日，外交部发言人赵立坚表示，我们要正告美方，新疆事务纯属中国内政，不容任何外国干涉。我们再次奉劝美方立即纠正错误，停止利用上述涉疆法案损害中国利益、干涉中国内政。否则，中方必将坚决反制，由此产生的一切后果完全由美方承担。下步形势如何发展，完全取决于美方的实际行动。http://t.cn/A6LxJrHa ,,无,无,无,2020-06-18 17:34,微博 weibo.com,20279,1235,1757
J7dMFqCwS,#北京大雨#【转发提醒注意防范！#北京发布暴雨蓝色预警#】据@气象北京 ，北京市气象台2020年6月18日16时50分发布暴雨蓝色预警信号：预计，当前至20时，北京市有分散性雷阵雨天气，局地雨量可达30-50mm，请注意防范。气象北京的微博视频  ,,无,无,无,2020-06-18 17:02,微博 weibo.com,5408,581,673
J7dBTfTxx,#吴尊友回应北京疫情是否控制住#【#吴尊友称北京疫情已控制住# 并不意味着不再新增病例】6月18日下午，中国疾控中心流行病学首席专家吴尊友表示，目前北京的疫情已经控制住了。每天报告病例，并不等于新感染的。明后天还会有病例出现，应该是对既往病例的检测发现。新感染只是零星的。  原图 ,,http://wx1.sinaimg.cn/large/a716fd45ly1gfwj28yhzlj20kb0b8n5i.jpg,无,无,2020-06-18 16:35,微博 weibo.com,5540,593,865
J7dzXC9SA,中国疾控中心流行病学首席专家吴尊友：从目前调查情况看，#新发地水产类工作人员发病人数最多发病最早#人民日报的微博视频  ,,无,无,无,2020-06-18 16:30,微博 weibo.com,1020,191,214
J7dyb7bvi,【#19日起北京所有省际客运班线全部停运#】6月18日下午，北京召开第125场新冠肺炎疫情防控工作新闻发布会。北京市交通委员会副主任、新闻发言人容军介绍，6月19日起，北京所有省际客运站运营的省际班线将全部停运，已购买车票旅客全额退款。（王昊男）  原图 ,,http://wx1.sinaimg.cn/large/a716fd45ly1gfwisvsvynj20ob0obk0y.jpg,无,无,2020-06-18 16:26,微博 weibo.com,1586,440,306
J7dws6ONq,【#北京某餐馆7人确诊新冠肺炎#】北京某餐馆有员工7人，其中2人为厨师，1人为采购兼厨师，1人配菜兼收货，3人为服务员，7人每日活动范围固定，每日9时至22时在餐厅工作，剩余时间在同一住所居住休息，其中某男37岁为该餐馆采购员兼厨师，负责到新发地市场进行采购，其余6人均未到过新发地市场，但与采购员某男和采自新发地市场的物品有密切的接触。截至6月17日某男所在的餐厅全部7名员工均诊断为确诊病例。 原图 ,,http://wx4.sinaimg.cn/large/a716fd45ly1gfwioognuvj20j60j6767.jpg,无,无,2020-06-18 16:22,微博 weibo.com,93631,1582,4279
J7duCjpP3,【#北京已发生8起与新发地相关聚集性疫情#】#北京公布与新发地有关的聚集性典型案例#： 北京某餐馆有员工7人，其中2人为厨师，1人为采购兼厨师，1人配菜兼收货，3人为服务员，7人每日活动范围固定，每日9时至22时在餐厅工作，剩余时间在同一住所居住休息，其中某男37岁为该餐馆采购员兼厨师，负责到新发地市场进行采购，其余6人均未到过新发地市场，但与采购员某男和采自新发地市场的物品有密切的接触。截至6月17日某男所在的餐厅全部7名员工均诊断为确诊病例。在此提示市民朋友，新冠病毒传染性强、传播途径复杂，大家应提高防范意识，自觉遵守北京市疫情防控各项要求，服从社区防控管理，如近期曾去过新发地市场请不要随意外出，与他人保持一米以上社交距离，在住所工作场所等封闭空间内，注意规范佩戴口罩，保持室内定期通风，减少疫情传播的风险。http://t.cn/A6LxtiMS ,,无,无,无,2020-06-18 16:17,微博云剪,2791,352,311
J7dkyCgrO,#北京抗疫#【正在直播！#北京疫情防控情况发布会#】6月18日下午，北京召开疫情防控第125场例行新闻发布会，介绍有关情况，并答记者问。@人民日报 联合@北京日报都视频 正在直播↓↓关注！ 人民日报的微博视频 .  ,,无,无,无,2020-06-18 15:52,微博原生直播,41104,2304,1009
J7diWlVD0,【外交部：#中印边境地区形势总体是稳定可控的#】6月18日，外交部例行记者会上，有记者提问中印边境紧张局势是否会继续升级？外交部发言人赵立坚表示：目前中印边境地区的形势总体是稳定的可控的，相信双方能在两国领导人重要共识精神的指导下，妥善处理当前事态，共同维护好边境地区的和平与稳定，推动两国关系健康稳定发展。 原图 ,,http://wx1.sinaimg.cn/large/a716fd45ly1gfwhq0xcc1j20hs0a00sx.jpg,无,无,2020-06-18 15:48,微博 weibo.com,17548,1423,2162
J7dfFo11M,【转发周知！#开空调前先通风20-30分钟#】今天，国务院联防联控机制发布#低风险区夏季防控指南#，建议居家时尽量采用自然通风。空调使用前应进行清洗；开启前，先行打开门窗通风20-30分钟。如可以，建议空调运行时门窗不要完全闭合。http://t.cn/A6LxPDwj  原图 ,,http://wx1.sinaimg.cn/large/a716fd45ly1gfwhhp1reej21370u04jf.jpg,无,无,2020-06-18 15:40,微博 weibo.com,2100,718,454
J7d2wqPdS,【#北京西城一小学生核酸检测阳性#】据@北京西城 ，西城区香厂路小学一名六年级学生（住丰台区）新冠病毒核酸检测呈阳性。6月16日，西城区立即组织采集该校相关师生、家长咽拭子标本668件进行核酸检测，结果均为阴性。采集学校外环境标本40件进行核酸检测，结果均为阴性。从6月13日起，所有学生未到校上课。 原图 ,,http://wx4.sinaimg.cn/large/a716fd45ly1gfwgjtxa9zj20j610o4j3.jpg,无,无,2020-06-18 15:08,微博 weibo.com,3022,566,573
J7d0OmI5T,【转发传递！#新疆反恐记忆纪录片#】“风暴不会永远不住，痛苦使人意志更坚”。新疆反恐之路，有热血和热泪，也有冻土和严寒。新疆反恐纪录片第三部《巍巍天山——中国新疆反恐记忆》，记录下牺牲者、亲历者、幸存者的经历。#大量新疆反恐首次公布画面#↓↓关注！  人民日报的微博视频  ,,无,无,无,2020-06-18 15:04,微博视频,18270,4029,1278
J7cUUedRz,【速扩！#雄安公布确诊及无症状感染者活动轨迹#】18日，河北雄安新区新公布2例确诊病例和3名无症状感染者行动轨迹。病例8，王某某，男，32岁，河北雄安新区安新县人，在北京新发地海鲜批发市场工作。6月9日自驾车从北京新发地回到安新县。6月10日至14日曾到马堡村、盛园洗浴、永安路早市附近活动。6月14日到安新县隔离点集中隔离观察。核酸检测结果阳性后，16日转至保定市人民医院。病例9，李某某，男，45岁，河北雄安新区安新县人，在北京新发地海鲜批发市场工作。6月3日、11日、13日与其妻张某某3次自驾车从北京新发地往返安新县赵北口西街村。6月14日到安新县隔离点集中隔离观察。核酸检测结果阳性后，16日转至保定市人民医院。无症状感染者，田某，男，31岁，河北雄安新区安新县人，职业司机。6月6日至11日3次从安新县送菜到北京新发地批发市场。6月15日到安新县隔离点集中隔离观察。核酸检测结果阳性后，16日转至保定市人民医院。无症状感染者，赵某某，女，68岁，河北雄安新区安新县人，系6月15日公布确诊病例3王某某的邻居。6月9日、10日、12日与王某某短暂接触，6月15日集中隔离观察。核酸检测结果阳性后，16日转至保定市人民医院。无症状感染者，王某某，女，28岁，河北雄安新区安新县人，在北京新发地海鲜批发市场工作。6月12日自驾车与父母、儿女从北京新发地海鲜市场返回安新县赵北口镇父母家，12日至15日居家隔离，15日转至集中隔离点。核酸检测结果阳性后，16日转至保定市人民医院。 原图 ,,http://wx2.sinaimg.cn/large/a716fd45ly1gfwg0i209bj20ob0obk0y.jpg,无,无,2020-06-18 14:49,微博 weibo.com,2716,471,466
J7cU3nku4,【国家#卫健委提醒生肉别用水龙头直接冲洗#】18日，国家卫健委发布#低风险区夏季防控指南#，其中增加了食品消费者、食品从业人员等人群的防护要求，特别提出食品消费者在处理生的肉、禽、水产品等之后，要使用肥皂和流动水洗手至少20秒。不要在水龙头下直接冲洗生的肉制品，防止溅洒污染。http://t.cn/A6LxPDwj 原图 ,,http://wx4.sinaimg.cn/large/a716fd45ly1gfwg0xoeofj20u01hc4qp.jpg,无,无,2020-06-18 14:47,微博 weibo.com,3607,1180,874
J7cNAoz4M,【新疆维吾尔自治区人大常委会：#美国涉疆法案就是废纸一张#】当地时间6月17日，美方罔顾国际社会主流民意，执意将所谓“2020年维吾尔人权政策法案”签署成法。这一所谓法案对新疆反恐、去极端化措施和人权状况肆意污蔑、无端指责，严重践踏国际法和国际关系基本准则，严重干涉中国内政，严重伤害新疆各族人民感情。我们再次重申，涉疆问题根本不是人权、民族、宗教问题，而是反暴恐、反分裂问题。新疆是中国的新疆，新疆事务纯属中国内政，任何外部势力无权干涉。美国的造谣污蔑和无理制裁，完全站在了2500万新疆人民的对立面，站在了14亿中国人民的对立面，站在了人类道义和良知的对立面，是美国政客令人作呕的把戏。所谓“2020年维吾尔人权政策法案”就是废纸一张，必将被正义的力量扫进垃圾堆！ http://t.cn/A6LxPrB5 ,,无,无,无,2020-06-18 14:31,微博 weibo.com,3768,531,748
J7czboGDX,【#香港国安法明确4类危害国家安全犯罪行为#和刑事责任】《中华人民共和国香港特别行政区维护国家安全法（草案）》已由委员长会议提请18日召开的十三届全国人大常委会第十九次会议审议。草案对防范、制止和惩治发生在香港特别行政区的分裂国家、颠覆国家政权、恐怖活动、勾结外国或者境外势力危害国家安全等四类犯罪行为的具体构成和相应的刑事责任，作出了明确规定。（新华社） 原图 ,,http://wx3.sinaimg.cn/large/a716fd45ly1gfwegsyci7j20ob0obk0y.jpg,无,无,2020-06-18 13:56,微博 weibo.com,2689,698,349
J7cuNw68f,【#首都机场公布离京三条件#】即日起，通过北京首都机场离京需满足：①目的地政府防控要求；②北京健康码“未见异常”；③持有“7日内核酸检测阴性证明”↓↓↓扩散周知！  原图 ,,http://wx4.sinaimg.cn/large/a716fd45ly1gfwe5eg84gj20bi0eq75z.jpg,无,无,2020-06-18 13:45,微博 weibo.com,1937,572,430
J7co3oXTn,【正在直播！#云赏壶口瀑布#】壶口瀑布，中国第二大瀑布，西临陕西省延安市宜川县壶口乡，东濒山西省临汾市吉县壶口镇。黄河奔流至此，两岸石壁峭立，河口收束狭如壶口，故名壶口瀑布，在这可以看到”千里黄河一壶收”的汹涌气概！#黄河壶口瀑布夏季最佳观赏期#↓↓一起来看！ 人民日报的微博直播 .  ,,无,无,无,2020-06-18 13:28,微博原生直播,49216,1506,2022
J7cjYac7u,【#雄安新区安新县实施临时交通管制#】安新县应对新冠肺炎疫情工作领导小组办公室关于在全县实施临时交通管制的通告：①过境安新车辆绕行通过，一律不准进入。②对消防、救护、军用、运钞、抢险等特种车辆及环卫车辆直接放行。对运送医护物资、生活必需品、农副产品、农用物资等车辆，检查站要认真核实，对司乘人员体温检测正常的予以放行。③社会车辆、人员离开我县的，需提前一天向所在乡镇（社工办）申领通行证（通行证要注明姓名、身份证号、车牌号、进出时间、事由、有效期限等），通行证必须加盖公章。公务用车（限于国家机关、事业单位、国有企业车辆）和公务人员离开我县的，需持本单位核发的介绍信方可通行。④确因工作生活需要，需在安新县域内通勤的车辆，按防控办要求核发通行证。⑤外地车辆和人员确需进入我县的，经体温检测正常，由接待单位持证明信到检查站办理交接手续。⑥凡有发热、咳嗽症状的居民一律不准离开我县。http://t.cn/A6LMrojh 原图 ,,http://wx4.sinaimg.cn/large/a716fd45ly1gfwddt2054j20f20lrdjs.jpg,无,无,2020-06-18 13:18,微博 weibo.com,5116,549,644
J7cepo1l3,【#北京最新防疫管理措施汇总#，转发周知！】#北京防疫再入战时状态#，疫情防控处于紧要关头。哪些人不能出京？确需出京需要准备什么？民航铁路有哪些购票限制？北京的快递外卖还能进小区吗？对核酸检测医护有哪些保障措施？详戳北京疫情防控工作发布会要点↓↓北京战疫，我们一起努力！  [组图共9张] 原图 ,,"http://ww3.sinaimg.cn/large/a716fd45ly1gfwcyzfnebj20u01hcx6p.jpg,http://ww2.sinaimg.cn/large/a716fd45ly1gfwcyzgil0j20u01hcx6p.jpg,http://ww1.sinaimg.cn/large/a716fd45ly1gfwcz0d14tj20u01hc1ky.jpg,http://ww1.sinaimg.cn/large/a716fd45ly1gfwcyzfc2rj20u01hcx6p.jpg,http://ww4.sinaimg.cn/large/a716fd45ly1gfwcz0aa5aj20u01hc1ky.jpg,http://ww1.sinaimg.cn/large/a716fd45ly1gfwcyzgyscj20u01hc1ky.jpg,http://ww2.sinaimg.cn/large/a716fd45ly1gfwcz0wnz6j20u01hc1ky.jpg,http://ww1.sinaimg.cn/large/a716fd45ly1gfwcz0x2b1j20u01hc1ky.jpg,http://ww3.sinaimg.cn/large/a716fd45ly1gfwcz0vtjqj20u01hcu0x.jpg",无,无,2020-06-18 13:05,微博 weibo.com,3155,1498,525
J7c0V8fc6,#一分钟营养厨房# 【豆芽炒肉丝】肉丝这样炒，清淡又爽口！马住学起来～#人民厨房#  人民日报的微博视频  ,,无,无,无,2020-06-18 12:31,微博视频,2087,673,471
J7bV3jRur,【正在直播：直击#四川梅龙沟堰塞湖现场#】6月17日凌晨，甘孜州丹巴县半扇门镇突发山洪泥石流形成堰塞湖，导致道路中断，村庄被淹，紧急疏散受灾群众上万人。人民日报联合@四川观察 直击山洪泥石流最新灾情↓↓转发关注！#四川丹巴泥石流# 人民日报的微博视频 .  ,,无,无,无,2020-06-18 12:17,微博原生直播,7931,735,753
J7bDfqoU6,【转扩周知！#确有出京需求请进行核酸检测#】18日北京疫情防控发布会提醒，#北京严禁三类涉疫风险人员出京#。此外，北京倡导非必要不出京，确有出京需求的，需抓紧进行核酸检测，持7日内核酸检测阴性证明安全出行。战胜疫情，我们一起努力！  原图 ,,http://wx4.sinaimg.cn/large/a716fd45ly1gfwaenh1hxj20u01hc4qp.jpg,无,无,2020-06-18 11:33,微博 weibo.com,1821,591,428
J7bCeu1Da,【#北京市回应是否已经封城#】北京市公安局副局长潘绪宏介绍，北京市迅速采取果断措施，严格出京管理，坚决阻断疫情传播渠道，但#北京严格出京管理并不意味着封城#。 人民日报的微博视频  ,,无,无,无,2020-06-18 11:31,微博云剪,6930,987,1378
J7bB21elA,【#民航铁路部门对五类人员实行购票限制#】北京市公安局副局长潘绪宏介绍：①民航铁路部门对北京市确诊病例、疑似病例、密切接触者、无症状感染者、以及5月30日以来新发地密切接触者，实行购票限制；②登机登车前进行体温检测，#出京前将查验核酸检测阴性证明#，16日前购票可免费改签或免费退票；③全面启动治安检查站、公路卡口出京车辆人员查控；④暂停出租车、网约车等出京运营业务，暂停省际长途客运班线和包车出京客运业务；⑤加强与其他省区市的信息通报 http://t.cn/A6LMjZiD ,,无,无,无,2020-06-18 11:28,微博云剪,3496,602,428
J7bAeCIQB,【#北京严禁三类涉疫风险人员出京#】6月18日，北京召开新冠肺炎疫情防控工作新闻发布会。北京市公安局副局长、新闻发言人潘绪宏介绍，严禁涉疫风险人员出京，主要包含3类人员：一是全市确诊病例、疑似病例、密切接触者、无症状感染者和有发热症状人员。二是5月30日以来进出新发地批发市场和与市场工作人员有过密切接触的人员。三是中高风险街乡镇人员。 原图 ,,http://wx1.sinaimg.cn/large/a716fd45ly1gfwa4iha6nj20ob0obk0y.jpg,无,无,2020-06-18 11:26,微博 weibo.com,653,179,131
J7bxyg0EL,【#北京回应检测医护人员服务保障#，#北京为核酸检测人员安排轮休#】北京全市在进行大规模核酸检测，参与检测的医护人员非常辛苦，现在已经扩大增大检测力量，优化检测流程和环境，采取轮休等防护措施，给医护人员创造更好的工作环境。 人民日报的微博视频  ,,无,无,无,2020-06-18 11:19,微博云剪,23822,735,1013
J7bvH1piS,【#北京中高风险区外来人员不得入小区#】18日，北京新冠肺炎疫情防控工作领导小组社区防控组副组长张革表示，北京恢复所有小区闸口设置，出入口严格执行测温、查证、登记。#北京低风险小区外卖快递等持健康宝可进入#。中高风险外来人员不得进入。 人民日报的微博视频  ,,无,无,无,2020-06-18 11:14,微博云剪,1757,191,272
J7bsk5ORX,【#北京疫情形势严峻复杂#：#北京要求最短时间内找到所有密接者#】18日，徐和建表示，6月11日以来北京累计确诊158例，当前北京疫情形势严峻复杂，#北京疫情防控处于紧要关头#。人民日报的微博视频  ,,无,无,无,2020-06-18 11:06,微博云剪,73799,1495,3440
